"Activity" "Subject" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.mean.." "tBodyAccMag.std.." "tGravityAccMag.mean.." "tGravityAccMag.std.." "tBodyAccJerkMag.mean.." "tBodyAccJerkMag.std.." "tBodyGyroMag.mean.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.mean.." "tBodyGyroJerkMag.std.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAcc.meanFreq...X" "fBodyAcc.meanFreq...Y" "fBodyAcc.meanFreq...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyAccJerk.meanFreq...X" "fBodyAccJerk.meanFreq...Y" "fBodyAccJerk.meanFreq...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyGyro.meanFreq...X" "fBodyGyro.meanFreq...Y" "fBodyGyro.meanFreq...Z" "fBodyAccMag.mean.." "fBodyAccMag.std.." "fBodyAccMag.meanFreq.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyAccJerkMag.std.." "fBodyBodyAccJerkMag.meanFreq.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroMag.meanFreq.." "fBodyBodyGyroJerkMag.mean.." "fBodyBodyGyroJerkMag.std.." "fBodyBodyGyroJerkMag.meanFreq.."
"STANDING" 20 20.9351511 -1.36674190365 -7.760494076 -52.663201985 -45.694704957 -50.929067158 40.383006107 3.214959363 12.726334459 -71.20321965 -70.93587446 -69.75151099 5.7585363782 0.72985252396 0.336949840604 -53.3333539939 -50.66731238 -59.61317486 -3.8927648005 -3.887181914 5.2838259677 -57.70668344 -54.844401938 -52.438148459 -6.342971961 -2.2100968437 -4.094750822 -57.214786104 -61.022229852 -58.210116555 -48.883259686 -51.726391868 -48.883259686 -51.726391868 -53.5783781502 -52.519096691 -50.561655546 -53.946298284 -59.513178761 -60.51745464 -53.157430875 -47.2280845 -53.853065407 -52.583136558 -46.71889705 -51.152081166 -18.1361184677 -1.115943604455 3.8830592035 -54.310736394 -51.9851673171 -58.59087589 -54.103463416 -50.765468167 -60.5445143 -2.3338338115 -14.4397395912 -5.9701450793 -54.578634109 -56.203155572 -52.078617608 -58.769658681 -54.365023728 -54.63073813 -7.3746508481 -18.20203246727 -6.1380348377 -51.139279224 -55.417128448 3.7054486234 -52.254908705 -52.933084964 16.7900697847 -55.669909403 -56.21254223 -6.75262693163 -60.628706737 -61.317661583 9.2122106566
"STANDING" 21 25.61021032 -1.6905698711 -10.288508493 -68.032866249 -58.732457356 -64.838813615 50.80352307 5.9690138905 13.271651098 -86.40192424 -85.76543193 -84.1268288 7.044105374 0.55048903165 -0.65846776797 -69.04178373 -65.2705554 -74.9904937522 -3.01178525419 -6.8657645691 9.6290925346 -70.792540885 -69.253984159 -68.697771688 -7.401839701 -3.6599802627 -5.661045275 -73.435627139 -75.9295169343 -74.7034162 -63.015383912 -66.082992349 -63.015383912 -66.082992349 -68.78208499 -67.927513045 -64.284450355 -66.8645302271 -75.135824033 -75.70425673 -68.49806874 -60.7418966515 -68.544698149 -67.9754114055 -59.705721184 -64.9375150755 -19.6754270721 -2.4867393801 1.4838692405 -69.9810543897 -66.759512846 -73.89416254 -69.916681889 -65.28897518936 -75.96082498 -1.706120767234 -17.2409805061 -12.0516569406 -67.875661599 -70.581484602 -68.473551426 -71.846097151 -68.874400181 -70.74964036 -14.9729526511 -20.5384798999 -7.7147617493 -65.5953994199 -70.040224361 0.4984908499 -67.565776654 -68.5682046 17.7117546981 -69.9597944836 -68.860320181 -12.91567013728 -75.745371773 -76.61004973 8.63270180232
"STANDING" 22 18.1874153 -0.95015660385 -6.999346883 -48.014987865 -43.070053765 -48.752050472 35.65913051 3.7360347 12.3829336864 -61.42716645 -60.85509772 -59.99009391 3.7662397021 0.80338586856 -1.20134398821 -49.367807639 -47.016545803 -54.15191047 -2.9684533908 -3.75108571659 4.3111067947 -51.49746901 -50.860110644 -48.791685357 -5.01554706939 -2.81168622 -3.32362211493 -51.459905296 -55.4484431 -52.692395199 -45.484497741 -46.988507094 -45.484497741 -46.988507094 -49.46840732 -48.74414968 -47.0281339655 -48.487943625 -53.831634477 -54.868233717 -48.980204192 -44.5522463 -50.90997102 -47.681862332 -43.597854798 -48.81844673 -13.823337729 -0.0377981487 1.0497410659 -50.2706366525 -48.21258686 -53.50012623 -49.670351414 -46.810689658 -54.7094018 1.970884735017 -13.5244902927 -3.86138221042 -49.4866631063 -52.27395941 -49.068815551 -52.21769597 -50.29140385 -50.10300697 -6.82156877153 -16.38796105 -1.7480205858 -47.25632742492 -49.34708367 -0.46443899016 -48.811122661 -48.79414844 14.785457988 -50.730307262 -49.65506516 -7.2411249603 -54.878172154 -55.4461953962 10.377845595
"STANDING" 23 19.67919444 -1.105253763359 -7.746672131 -45.008657171 -37.1664013678 -42.385959134 37.592346807 6.5627934087 12.8397019324 -66.32843297 -64.99711461 -63.96227711 4.3984646062 0.9643680048 -0.26193748544 -47.6015552787 -44.166501944 -53.273098101 -1.97978098249 -6.472233761899 5.42665379819 -51.28031135 -48.253727124 -46.11587774 -7.452679889 -1.6795233105 -2.93060384603 -51.60068399 -55.67932367 -51.892684108 -40.3578427984 -42.820354474 -40.3578427984 -42.820354474 -47.290113369 -46.3218157047 -44.230291813 -47.253630614 -53.798879451 -55.06049002 -47.201389909 -39.6721726972 -47.06326982 -44.312681648 -37.9469694622 -42.1884038294 -19.9808515545 0.2553846197 2.1084322904 -49.235679598 -45.864044923 -52.28388617 -47.774028774 -43.950993092 -54.183397361 -5.9185163938 -16.0195416073 -9.80395134 -48.429022802 -50.602999377 -45.561236296 -52.29020886 -47.292548002 -48.392575951 -8.1331199983 -14.4100952696 -5.4537378607 -43.3686317483 -46.527663328 -1.55772605612 -46.7025074002 -45.99958410915 3.427157188243 -49.736935141 -49.349207104 -5.29526051988 -55.39984627 -55.60080728 5.239353922
"STANDING" 24 20.05337807 -1.1056933253 -7.6640955875 -50.233071159 -43.863405987 -48.445658111 34.42426456 8.8658308829 15.2453992424 -67.39302132 -66.66886221 -65.12356552 2.936608943 1.74032854927 -1.189563713612 -50.6242578211 -48.863099681 -57.14450542 -1.97882414522 -4.0378445195 5.9454129517 -54.90898175 -50.3578202243 -51.616324052 -6.263660782 -4.0291081145 -3.328674276 -55.325444739 -58.03184979 -55.861219982 -46.5112515849 -48.722447918 -46.5112515849 -48.722447918 -51.354450969 -49.677465963 -48.11576842 -50.362689514 -56.86088455 -58.04491905 -50.391981191 -45.385537826 -52.06586226 -50.26925414 -44.711930136 -48.290753018 -14.371951839 -0.123482405 3.325212342 -51.291572105 -49.838283309 -56.01300644 -51.6033771427 -49.234150035 -58.21513157 0.544694327 -9.642172909 -7.25477331554 -52.777335354 -52.716522623 -51.525384893 -55.69836003 -49.3732621018 -53.30876116 -6.0107295635 -12.7076266051 0.0341828961499999 -48.268744901 -52.197385211 1.3490546185 -49.031572194 -50.645944741 13.2896738996 -52.700344475 -52.193626997 -3.44999962483 -58.093833022 -58.75263485 4.618567585
"STANDING" 25 21.5992946 -1.09487754228 -8.212731623 -47.6661039297 -39.9232782895 -47.2760120941 39.087267411 6.513392045 10.9560900105 -72.16222068 -71.47943804 -70.29585233 7.326203056 -1.50204159395 -2.241004323 -49.1276423 -46.71560068 -56.9947605542 -2.1139770342 -4.259981858 5.0382988503 -53.46963636 -52.772633351 -50.3922547723 -6.7131444452 -2.018036111489 -4.6468189202 -55.46823735 -59.005455331 -57.529120097 -43.1475015809 -47.9073060869 -43.1475015809 -47.9073060869 -49.412785435 -48.436959216 -46.250145608 -50.170932087 -57.629825619 -58.54381389 -49.107254701 -41.9663322044 -50.940048261 -47.217695431 -41.159513175 -47.556721093 -21.840865848 -0.94774406785 2.294840369 -50.493873495 -48.1100050261 -55.7666475665 -49.97765339 -47.0911774564 -58.119845176 -6.31536708 -16.9614111325 -9.8290931797 -50.8993463175 -54.227951506 -50.79184982 -54.475042044 -52.293720199 -52.548914438 -7.5994699634 -17.691089883 -3.9509149738 -47.184043306 -52.506109807 1.6075750216 -48.260284305 -48.858073823 15.5283380231 -52.9052128936 -52.741402927 -3.3336080781 -58.877905178 -59.25576626 9.3162268085
"STANDING" 26 21.70288579 -1.17950109514 -8.156712273 -39.3260357034 -32.6653129564 -40.268435344 42.860506697 -0.5341622913 14.6952418621 -71.61280995 -70.99019481 -69.85226519 9.0077825314 0.79129794537 -2.12731669839 -42.246224544 -40.794695943 -52.783974359 0.17623125218 -7.1309599206 5.4648988418 -50.819317372 -45.8169504539 -44.37027221 -7.91353993698 -0.0443535955000001 -3.25381515478 -50.90472439 -56.166499066 -51.199518072 -34.8129236842 -38.6889808231 -34.8129236842 -38.6889808231 -43.1832522578 -41.7630692067 -40.491193425 -44.732397088 -53.628109497 -55.506560628 -42.0072963371 -35.6773578422 -44.740762229 -38.498175442 -33.8595465994 -40.69489312169 -25.6099438538 -3.758370431 -1.392904421 -44.2663574243 -43.0490301977 -51.30520787 -43.071505063 -40.649742451 -54.1837981151 -9.6496351588 -19.980649302 -15.6724812069 -46.571574428 -48.456324851 -43.011085078 -52.326395166 -44.793398558 -47.6650538204 -8.79631683693 -18.212742484 -4.45543574 -38.905781276 -44.2055219561 -2.9179128587 -41.8290366902 -42.003483289 9.98245223907 -47.9044296044 -47.8290389262 -5.5358241241 -55.555761953 -56.835094814 8.1736949245
"STANDING" 27 23.58940621 -1.33480800362 -8.4695594674 -43.473557052 -32.5439009211 -40.854473755 51.65391653 -3.853874076 3.8196711305 -77.4454693 -76.58371 -75.49726655 6.1302039072 -3.34115762934 -0.03423199526 -45.359702008 -41.334888117 -56.404322035 -2.7708285644 -5.8760777125 6.3434051116 -54.106571307 -47.934340152 -46.875775923 -8.39762247 -3.46838370354 -4.1063157836 -52.264276984 -57.69787119 -54.914248116 -36.80133160306 -42.506068254 -36.80133160306 -42.506068254 -45.585445607 -43.957877507 -41.6631488615 -45.8230367027 -55.663852606 -57.09674008 -44.749198351 -35.423185018 -47.11242675 -43.097640547 -34.1841425429 -40.8393801179 -22.679310534 -2.7802372035 -1.5059986609 -47.00710072 -43.99891155919 -54.682693795 -46.7965309669 -41.0756241279 -58.023068393 -10.3976214838 -24.189495334 -17.7597761778 -48.441713219 -50.4674021881 -46.046986896 -56.073317904 -47.060323454 -50.387507458 -6.2492011745 -15.1274970722 -8.97727657225 -41.742582265 -48.935629772 0.507969567 -43.442634747 -44.9784881032 9.2535767705 -49.781835264 -49.394411568 -2.9959733984 -57.704935469 -58.040027628 8.5407182596
"STANDING" 28 23.42903059 -1.519837687 -8.696133685 -44.55689146071 -34.967762667 -45.1405785046 44.40415858 1.699539088 12.1855654615 -76.53834882 -75.49453726 -73.78902312 4.5323536543 -1.19911943846 -1.34847953493 -46.8812917847 -43.06436787458 -58.530427666 -1.825462829244 -6.4119672044 8.3528246317 -54.158942451 -50.635674434 -48.66725941 -8.449150146 -3.4694901173 -3.4190948408 -53.865236994 -59.40538233 -55.102070741 -39.310539419 -43.716519617 -39.310539419 -43.716519617 -47.790035514 -45.717687623 -43.413756021 -50.414565701 -57.334671185 -57.922993656 -46.2848502387 -37.6259834072 -50.325458257 -44.033772456 -36.4496894706 -45.2598870293 -23.0153316625 -3.0064985004 0.3431391582 -48.8964101262 -45.08784576054 -56.962495955 -47.689648064 -43.34981652191 -60.003912168 -10.7501286648 -20.3818914329 -12.1250378213 -49.773272459 -53.0593128769 -47.7568369982 -55.69145084426 -49.704921752 -51.909069124 -12.28886104014 -18.7262429954 -5.234530578 -43.0814426251 -49.741532292 -0.8245753574 -45.37042608 -46.46292273676 10.3504975023 -53.0781576 -53.7916637541 -4.6092376985 -58.481567672 -58.741087425 5.7580699825
"STANDING" 29 19.37428831 -1.37848184911 -7.380284919 -33.21035163 -24.1992094487 -34.071152961 43.03959173 -2.82178995 8.8290435459 -62.26863892 -61.15800674 -60.1062672 5.11041711 -1.88828532817 -0.443145946 -34.9098600264 -31.5216281095 -44.011756947 -1.56868955576 -4.14692505623 4.1684947445 -41.157660641 -37.536028573 -36.0594612238 -6.02618189622 -3.5408716637 -3.78930354766 -40.61506043 -45.444536981 -41.8046254249 -28.3972535826 -32.048450092 -28.3972535826 -32.048450092 -35.056392476809 -33.5680124241 -31.131503413 -34.764913 -43.326824159 -44.277243624 -34.0441627855 -26.4609128864 -37.339181066 -32.9951600612 -25.712248639 -34.978613577 -19.66459863 -1.093580028 1.26730528106 -36.49166430686 -33.573042736 -42.318436378 -35.966073193 -31.57950007 -45.664650497 -9.33524574452 -19.194627932 -10.122661811 -36.472087501 -39.1795948448 -34.422947888 -42.774984575 -37.029746916 -39.379138235 -6.56682821805 -14.226330477 -3.5807348268 -31.101848414 -37.85370401 0.2748512179 -33.3370761416 -34.1627646 8.1707681542 -37.8029640234 -38.269059326 -2.899526148 -44.544482215 -45.443239939 7.6608308475
"STANDING" 30 17.67742969 -1.14446505663 -7.053629686 -24.038089871 -15.5316308012 -25.0990790787 38.196998888 -4.627442852 6.6326648787 -57.2450109 -56.28870967 -55.60575498 6.134439737 0.3719366051 -2.36809607953 -25.857320584 -23.026672399 -36.335331955 -4.34809415284 -2.1120575529 3.9334938075 -33.304623395 -30.293749975 -29.230574632 -4.894146098 -0.96985017252 -3.4645639073 -33.677470762 -37.596162914 -35.870190842 -19.340255582 -23.3081692778 -19.340255582 -23.3081692778 -26.5762057572 -24.2940211806 -24.2014959615 -28.2645088851 -36.246000205 -36.874521925 -25.581113869 -17.9642145222 -29.169588151 -23.564159711 -17.1644772461 -25.7551457936 -19.380439781 -2.7498560546 1.63110640137 -28.0819488113 -25.386891492 -34.997325408 -26.545228474 -22.8936080689 -37.601490095 -12.978335659 -18.072020421 -12.5277597549 -28.241320133 -31.747418245 -27.6563914411 -35.02188319 -29.90216998 -32.631165667 -4.6121119416 -8.9444469497 -4.9683550141 -22.0655012962 -29.70122685 1.2052941038 -24.505754772 -24.34509506505 5.4360698756 -30.9846461938 -31.893613872 -0.0730520453129999 -37.576242471 -37.674744309 5.6169479324
"LAYING" 1 15.0537394 -0.75207182041 -5.468992337 -22.9995553578 -14.5999619331 -21.8015299073 34.91052466 -3.68022424 0.970862477 -48.13848999 -47.42960389 -46.72793489 3.659868665 -0.9766395274 -1.5568659863 -25.289092047 -21.473073501 -32.983482355 -1.9418007337 -3.24497241537 4.182836408 -29.06090064 -28.1817744968 -25.644002836 -3.877044663 -2.4652040691 -3.73924029086 -29.745355076 -35.353351212 -32.00015479 -18.435874432 -22.0440965522 -18.435874432 -22.0440965522 -25.082588548 -23.927733576 -21.4535904272 -26.6733105361 -33.07367774 -34.7326586149 -25.46706211 -17.5883358742 -26.360669422 -22.148773332 -15.4243032518 -21.737029584 -16.458353306 -0.604212125 -2.256367117 -26.91791759 -23.478470786 -31.980247732 -25.852337802 -21.2478834415 -33.91381665 -6.532985274 -14.5551426956 -11.3987040733 -25.522423952 -30.075015495 -26.19375697 -30.30201888 -27.444192643 -27.849197993 -5.9150458353 -8.76041283761 -3.4598233554 -21.747535341 -26.640471361 1.0497007037 -23.9355255159 -24.2187008605 6.5775208786 -29.3991748564 -29.042456159 -1.80734504473 -35.129860676 -35.347157334 5.1480344134
"LAYING" 2 14.51102295 -0.68022133633 -5.23426573 -22.742282662 -14.7006922003 -23.73596164 32.974111147 -2.245347613 3.51131213258 -46.44115883 -45.74159605 -44.83857431 1.847719684 -0.8346447168 -1.1414268753 -24.400663873 -20.538230888 -32.495970614 -3.49204102827 -2.04818551899 4.7612520401 -27.452421203 -28.590504408 -26.20941253 -4.0726858904 -3.5692037226 -2.90833438 -28.8092524 -34.31549747 -30.47777484 -18.7140238292 -22.2322500643 -18.7140238292 -22.2322500643 -24.537942097 -23.158306338 -22.386872515 -25.264425215 -32.119539661 -33.0503834421 -24.185490687 -16.7249946696 -26.9016119056 -22.263275987 -15.8019234073 -24.059739886 -17.145508686 -0.9393869455 -0.25642144297 -25.62715346 -22.4243218346 -31.73471584 -25.2513914679 -20.339335791 -33.20118521 -8.7547306773 -16.089139127 -11.754616175 -24.733839211 -29.637767012 -25.523833317 -28.46788427 -28.268896414 -28.5048411 -7.8540983134 -8.5145751973 -4.8564169187 -21.534173717 -26.729898562 0.26387815985 -22.914580336 -23.72521594 6.1637045682 -27.855300851 -27.617554603 -2.412621518 -33.498364835 -33.614978227 2.853905934
"LAYING" 3 18.84535185 -1.17049657157 -7.068405044 -32.785643906 -23.309003021 -30.230665593 39.725630074 -1.540564131 4.3996724618 -59.53110488 -58.55878791 -57.40028878 4.4300247369 -0.3929932232 -0.4926980194 -34.161878815 -31.857714547 -43.991393248 0.09992227172 -6.3818681752 6.78989889054 -39.96595111 -36.86101562 -33.21519049 -6.2894138243 -2.1722382657 -5.50065007131 -40.94073318 -45.76031901 -42.362787671 -26.982775243 -32.0382003967 -26.982775243 -32.0382003967 -34.929281463 -33.6415124198 -31.03296261336 -35.71324764 -43.80254714 -45.00417116 -33.839894714 -26.047911124 -35.931816054 -32.4544464059 -24.443570078 -29.9343179541 -18.1079106044 -0.8307539026 -4.9018146786 -35.971672853 -33.8669562294 -42.771315814 -34.830898848 -31.733526804 -45.13653304 -8.5783989177 -18.654542587 -14.69796330567 -36.063221834 -38.928836779 -33.042492855 -41.37759624 -36.072503922 -36.03637821 -9.2653442265 -12.5164202473 -6.75684562403 -32.025985497 -36.98839017 -1.532131378 -33.289532991 -34.379598193 7.71894918546 -38.694380709 -38.45662586 -3.83786195 -45.01977882 -46.23568729 4.6108865054
"LAYING" 4 16.51417287 -1.2548293457 -6.412057466 -19.9253191359 -9.4269084096 -21.0191410852 39.34887952 -6.676082579 3.3615991532 -51.78163788 -51.13579278 -50.25420114 5.647867408 -2.6623799048 -3.37281474683 -22.26177653 -18.020404875393 -34.25055309198 -0.327327987 -5.8015374172 4.48558636622 -28.905684456 -25.9955559839 -23.66396615 -4.9161857992 -2.0622898083 -6.1150423397 -29.80304385 -35.589536224 -30.735314049 -14.8317103228 -18.767635889 -14.8317103228 -18.767635889 -23.123395982 -20.860741718 -19.495976554 -24.25390889114 -33.169738162 -34.022259349 -21.77182726 -12.3317805044 -26.566357748 -19.332988981 -10.86232387195 -20.895631947 -18.139452792 -3.377340224 -1.775142638859 -24.460557752 -20.0531715 -32.999289211 -22.88422912 -18.2785814184 -35.468418049 -12.266545 -20.728253665 -12.7991393769 -24.5263776236 -28.8569878611 -21.9840844056 -30.496432652 -24.861253498 -27.233494902 -8.890956721 -11.0626634235 -5.4551143202 -17.707066973 -25.003420057 -0.5265371233 -20.4962146932 -21.690562994 4.35965028 -27.1876520716 -27.600304076 -2.3621104254 -34.587570011 -34.75202038 4.46167929272
"LAYING" 5 16.00096115 -0.6923283941 -6.069447001 -20.255067597 -10.89573466461 -19.346050339 35.78609979 -5.754222467 3.79222695642 -49.71846652 -48.98279664 -48.75197249 3.4374070133 -1.66711808761 -1.180118539497 -22.061464852 -19.452241802 -33.27743085 1.02000531 -6.242471767 4.78742395 -28.408855112 -24.982286756 -21.434116187 -4.3100540559 -1.4609664861 -3.7821863171 -29.6628512293 -34.31895627 -30.104977048 -15.102218145 -19.47905215 -15.102218145 -19.47905215 -22.7907349175 -22.030153913 -18.892749311 -23.1091945547 -32.07146699 -33.899602744 -21.189676662 -13.5007715064 -24.746298942 -20.007981295 -12.269964522 -19.2365346583 -18.682883739 -3.7697857463 -4.8524543944 -23.4383958881 -21.244601341341 -31.82477995 -23.375545429 -19.75659159 -34.714181286 -9.647599483 -17.726982494 -13.275120902 -24.573981599 -27.43670013 -20.560854041 -29.800238806 -24.028106489 -24.738179509 -8.2714138969 -11.9389047242 -5.11052909149 -18.5620723577 -25.19218756 -1.8460661303 -21.237620407 -23.3828469436 5.139708042 -26.6963422135 -25.869155867 -3.9130063081 -34.065795724 -35.029384864 6.077163209
"LAYING" 6 17.6536417 -0.9292207346 -7.1427756334 -18.13294683 -8.708978183 -19.575780137 46.18537826 -7.785543867 -1.8142533348 -54.72002648 -53.39090149 -52.9308278 0.821178477 1.57350254885 -0.000887368599999959 -18.9137046552 -16.7196502771 -31.936566787 -0.449515720225 -6.0901716435 2.81906645342 -28.190634852 -25.422672927 -24.445940241 -5.994517485826 -0.5941769423 -1.61164750747 -26.995037203 -34.2018050499 -31.07171387 -12.88221592937 -17.3467002418 -12.88221592937 -17.3467002418 -20.145476272 -17.7551788662 -18.6415820835 -24.030817045 -31.537672923 -32.950131447 -18.675512107 -10.7990088916 -24.055217137 -18.074761987 -10.9014802338 -20.436400323 -17.001077025 -2.418984786 -0.5881138849 -20.9022095825 -19.1707448898 -29.998763383 -20.304320492 -16.7945370699 -33.867071821 -12.93380960599 -20.00915992 -11.8531467226 -22.501235564 -26.974569912 -22.7786429633 -30.169414477 -25.006587476 -28.236574947 -6.377855645 -7.8976721516 -4.142659361 -16.08322881257 -24.431034115 2.8624214934 -17.3747262878 -18.607962421 3.9357881925 -26.225398309 -28.48772248 1.89650104673 -33.063166623 -34.597630022 6.1350416046
"LAYING" 7 16.20989725 -1.10993100529 -5.980478834 -19.307449263 -10.4556433763 -19.051486338 40.71524227 -6.6387071031 0.4493143462 -49.70498084 -48.88214825 -47.79402943 1.998172411 -1.5968926318 -1.2314151511 -22.3129204317 -19.173734777 -31.829778854 -2.65291063501 -3.1518248449 3.88364342508 -29.5602688344 -27.1637909002 -23.866103631 -4.1858463981 -2.4690505059 -2.5474081063 -30.143148233 -35.324406497 -31.1769021282 -14.106617298 -18.9619411228 -14.106617298 -18.9619411228 -22.473803698 -21.714365761 -20.642009479 -26.191824117 -32.85962076 -35.23240092 -21.640957435 -12.948857443 -23.912218381 -18.547652857 -11.8984993199 -19.2316190838 -19.57378656 -4.6836129754 -3.842164511514 -24.2827998563 -20.958992601 -30.70154391 -22.9810566862 -19.495420324 -32.937017003 -11.0969983971 -18.540740784 -14.2895132136 -25.0477336908 -28.865271792 -22.9714083116 -31.094808512 -26.5644351755 -26.86335403 -6.9929109897 -8.7935648505 -7.241762246 -18.6582535819 -24.398965006 -2.4882702066 -21.042015464 -22.9283269903 3.955576788 -28.63948222 -29.1468773175 -2.086231599 -35.155215334 -36.59328864 3.7884513404
"LAYING" 8 16.95264915 -0.76966674254 -5.6246638559 -21.90735806293 -13.0944508648 -17.688022629 42.03539463 -7.135822008 -1.30408735018 -52.05633921 -51.33371597 -49.58817686 1.8518582302 -3.43194142127 -1.958721002607 -24.094908227 -21.679202361 -33.1296504192 0.4796821099 -4.30069590397 5.2735834193 -29.13377323 -26.428375703 -22.704012492 -7.935380922 -3.1984542389 -3.2405766615 -31.107716301 -35.90556873 -33.24981927 -15.93747869218 -21.0243565476 -15.93747869218 -21.0243565476 -24.310372905 -23.34087688 -19.822570504 -25.3910736375 -33.84983092 -35.622743958 -22.609671151 -15.871762294 -23.710486571 -21.726763576 -14.3794918518 -17.5455268151 -17.8625985583 -4.4929673103 -5.1215190768 -25.4181280533 -23.319113533 -31.5287970383 -25.42681844 -22.1265322245 -34.67344264 -12.1738527041 -19.05998212031 -15.711655303 -25.602591373 -28.935948668 -23.839369003 -30.42638698 -25.438740063 -25.36012567 -9.5586352029 -9.7568532238 -9.4235294899 -21.030152782 -26.258139801 -0.5170784805 -22.807208509 -24.3529371905 5.76725134 -28.591481579 -28.411952005 -2.4088045672 -35.83885739 -36.71378927 4.37205962512
"LAYING" 9 15.79206959 -0.97843603686 -5.7757961353 -15.3556841781 -7.4564097811 -16.3631433533 38.57768319 -6.279286784 0.26608258653 -47.92902322 -46.37835777 -46.06379693 3.3235939697 -2.74610366627 -4.02212192018 -18.0361940545 -15.8596990025 -29.487455083 -3.294589358 -3.646014367 4.8316772116 -25.076663491 -23.810729229 -19.962708312 -4.4705721604 -0.6409380387 -4.0905077343 -26.437265476 -32.91969961 -28.218430896 -10.4204390074 -14.597232827 -10.4204390074 -14.597232827 -19.240130539 -17.215997715 -16.255916857 -22.0275060582 -29.99687792 -32.34107543 -16.9889107853 -9.94156971 -21.02297359563 -14.84758727602 -9.043740995 -16.720502928 -17.595323141 -3.8105253473 -2.989742371 -19.5577251306 -17.4933230653 -27.765478379 -19.364946313 -16.4340040868 -31.16014223949 -12.41808313213 -18.965999095 -14.3903977992 -21.179796021 -25.75062274 -20.0053013817 -26.475319051 -23.109198586 -22.845188092 -8.1529299948 -8.565185745 -5.9763450106 -14.5719321883 -20.275391792 -0.6036623171 -16.51133187993 -18.421381093 3.6663527128 -25.20606785 -24.89799775 -0.9391512604 -32.27684498 -33.70331684 5.24855051806
"LAYING" 10 18.44914201 -1.1944943123 -6.57090188 -17.0488589595 -7.928274405 -17.714587415 44.922885062 -7.7566836043 1.1405335644 -55.90359697 -55.27928647 -54.57872845 -1.4529283413 -1.12637351219 1.83353961308 -19.8578080937 -16.1722246015 -31.226125897 -5.67944797778 -2.161038991 6.98781253561 -27.660774946 -25.360837744 -21.8255537148 -6.046054134 -2.0890730655 -2.5703567654 -28.891003524 -33.630079562 -28.721361928 -11.8802722479 -16.4027654712 -11.8802722479 -16.4027654712 -20.5488483684 -17.6182491494 -17.637222826 -23.240299185 -31.579883787 -32.346284606 -18.6629054233 -10.05608199672 -22.183098631 -16.5767517331 -10.1202473876 -18.6506184856 -21.01190286 -2.0164609786 0.9230182336 -21.7947807386 -18.29306647627 -29.4536862 -21.3095206469 -16.752088018 -32.896854872 -16.316553065 -20.6153030536 -17.231346633 -22.385771661 -26.454290741 -19.7687438539 -29.576667128 -25.233911715 -26.037915386 -6.8793778362 -7.07914200475 -5.16619293572 -15.527217078 -23.5301712859 0.6290039973 -17.6576634932 -17.9378647871 0.9051996413 -25.7734353478 -27.768413906 2.5103676178 -32.9574895434 -33.4498076847 4.80337749193
